"username","rating","helpful","total","date","title","review"
"asna04","5","4","7","1 March 2010"," Er... I felt sorry for the actors
","If this film did not have the special effect of 3D I would have given it a 1 out of 10.<br/><br/>To be fair, I went along because I was curious to see what 3D film was like these days (the last 3D movie I saw was some kind of space adventure from the 80s whose name I fail to recall).<br/><br/>I could see that they were using a kind of Philip Marlowe/Apocalypse Now narration-by-the-principal-character device straight off, but this didn't bother me to start off with because I was initially very impressed with the 3D.<br/><br/>However, after about 30 minutes (once you got used to the 3D) you began to realise just how bad the script was. Let me point out now that there was nothing wrong with the acting - the actors were doing the best they could with a bad job - but the clichéd lines in the film started to grate and I find myself looking at my watch after 90 mins.<br/><br/>That was a shame because I then had to put up with almost another one-and-a-half hours of this awful script; and it didn't help that my girlfriend had lost all composure long before the end of the movie and began screeching with laughter at the poorly written dialogue. I was just cringing and hoping that the Colonel would die soon so the movie could be over...<br/><br/>I just don't get Hollywood. Why spend all that time and money on special effects, quality actors, only to deliver a bum script? It also didn't help that there were so many references, mainly visual, to other films. Apocalypse Now was borrowed from a lot, as was Dances with Wolves (which itself was a ripoff of the far superior Little Big Man), and even from the Lord of the Rings trilogy.<br/><br/>I found the plot highly insulting, especially since I have actually spent time in the Ecuadorian Amazonian jungle with native South Americans whose habitat (the forest) is being encroached upon by oil companies exploring for black gold.<br/><br/>The narration device did not work and narration NEVER works unless it has a sense of humour. Kubrick used it a lot - the narration in Barry Lyndon, for example, is very dry and witty - but Kubrick knew what he was doing. It works in the Philip Marlowe private detective movies because it helps to convey the cynical nature of the Marlowe character (and it is also funny).<br/><br/>I can only think the script was written by committee and those behind it were thinking how the movie could appeal to the widest audience: the new age/environmental constituency (""OK, let's get some Dances With Wolves-type stuff in there""); action/war movie fans (""How about some Apocalypse Now? And hey, why don't we rip off that scene where Kilgore is drinking from his mug of coffee while the Air Cav are wiping out the Cong?""); and, of course, the kids (""As well as the 12 Certificate, we need to get some dragon-type things in there like they had in LOTR..."") Unfortunately, it ended up with a dumbed down script which was a real distraction from the visuals. As I said before, the 3D was good but it wasn't good enough to carry this film. I was curious about the 3D, but my advice to anyone looking for a 3D experience is to go and see Alice in Wonderland (surely with a genius like Tim Burton directing it, it can't be as bad an experience as this).<br/><br/>I must thank the Electric Cinema in Notting Hill, though, for having comfy seats and allowing me to take a bottle of champagne into the viewing!! Otherwise this film would have totally ruined my Sunday..."
"michael_the_nermal","6","4","7","31 January 2010"," Alien Meets FernGully Meets District 9...IN 3D!!!
","I did not see this movie in 3D (horrors!). What difference would it have made anyway? I felt as though the evil Mickey Mouse Disney CEO from the ""South Park"" episode with the Jonas Brothers was constantly present on the Internet and TV, telling the ""Avatar"" promotional staff and message board writers that, regardless of the plot, we, the potential audience, should not forget that ""it's in 3D...don't forget to mention it's in 3D!"" Is film now just about technological spectacle that we should totally disregard whether the storyline is a bunch of garbage? Is this what cinema has come to...just enjoy the 3D, and give us the Oscar? How crass! At least the Ray Harryhausen movies didn't pretend to be anything more than entertainment. ""Avatar"" thinks it's something better than entertainment. It's a preachy allegory that rams its message down the audience's gullet, using stock characters that have been in vogue in sci-fi for the past forty years.<br/><br/>Even without 3D specs, I enjoyed the computer animation. Pandora (why this name? I'll get to the annoying allegory presented in ""Avatar"" later) is stunningly beautiful. The aliens DO express genuine human emotion, like grief and joy, very convincingly. Kudos to James Cameron for using the best state-of-the-art CGI techniques to make the Na'vi look realistic. The computer animation for the aliens most certainly DOES NOT look fake. So, King of the World, a tip of my regular specs (in lieu of the 3D ones) to you!<br/><br/>Now for the plot...here's where I'll have some fun and be evil by to peeing on the King's parade! The villains symbolize the evils of mega-corporations in our own world. Then again, this theme has been done to death in far better movies, such as ""Alien"" and its Cameron-directed sequel and ""Robocop."" The protagonist's union with the alien tribe, and his relationship to the evil conglomerate, is reminiscent of a film that came out earlier in 2009: ""District 9."" I'm not saying the King of the World and the ""District 9"" people had a pizza party together one day and swapped plots over cans of Bud Light; but, there is probably plenty of plot repetition in Hollywood because there is a dearth of creativity. Great minds, contrary to the platitude, do not think alike; mediocre minds do.<br/><br/>I did like that Cameron made the aliens primitive hunter-gatherers rather than high-tech space explorers. In a sense, the Na'wi, who literally live in the trees in a green forest moon, are Ewoks, expect not as cute and cuddly. Anyone who has seen ""Return of the Jedi"" will start to wonder whether Cameron visits Skywalker Ranch for some R and R with George Lucas, where both men extol their own wealth and genius. The Na'vi are, like the Indians in Westerns since the 1970s, ""noble savages"", with a pedestrian New Age spirit. They LITERALLY commune with nature and worship Mother Earth, whom they call Eywa. Paging ""FernGully"", Dr. Cameron? The fact that Pandora is alive is a thinly-veiled reference to the Gaia Hypothesis. This idea was presented without any preachiness in ""South Park's"" ""Lice Capades"" episode and George Carlin's monologue, ""The Planet is Fine."" I hate being preached to by a man who, ironically, consumes plenty of Gaia's resources by virtue of being wealthy (we're all guilty of raping Mother Earth, by the way, but ""Avatar"" simply wags its finger at us and doesn't offer any practical solutions).<br/><br/>In all, I must repeat... ""DON'T FORGET IT'S IN 3D!!!""<br/><br/>P.S.: I rate this film as highly as I do because the actors do a hell of a job, in spite of their clichéd characters."
"fireblazer666","8","4","7","31 January 2010"," Gripping, epic, sad and at times even funny. Expect to experience a full range of emotions.
","NO SPOILERS :) It was an excellent movie that will change your life. I was expecting it to be mediocre at best, to be honest. But, when I watched it, was I ever surprised. I wanted to glance at my friends and say ""Isn't this amazing?"" But I was so caught up in the story, in the 3D that I could not take my eyes off the screen for fear of missing even a single second of film. I've never in my life had my eyes so thoroughly glued to a movie before. At times you will laugh, at others your eyes may water. There will be moments of outrage and moments of sorrow. A movie that can capture the full range of human emotions is a da@n good movie.<br/><br/>I have seen about an average of 100 movies a year for many years now, and I believe that if you like science fiction/fantasy and you like movies and you enjoy a decent plot that will keep you glued to your seat, you will enjoy this film. In the last 2 years I have seen 238 movies (yes I log it all in a Open Office Spreadsheet :p), and this is the best I've seen yet, and not just of the 238 I've seen in the past couple years but quite frankly, ever. That's no to say a better movie won't come out in the future, in fact I strongly believe so.<br/><br/>The Whole time I looked and tried and tried to find a flaw in the CGI, a point where it didn't look believable when melded with the real world characters and I could not locate a single flaw. The acting was much better than I could have hoped for and as such I was impressed.<br/><br/>In my opinion. The only people who don't like Avatar (Not to sound overtly biased) are so jealous of James Cameron that they're driven to despise all that he is and all that he makes. I know a guy like this. Won't even watch the movie in full... he downloads it, says it sucks and he's watched 75% of it here and there... and hasn't even seen it all let alone seen it in Real D 3D... something wrong with this picture? have I mentioned he is in the film industry and is struggling to find work, and failing at it regularly?"
"Jennifer-Batte","10","4","7","26 January 2010"," Epically amazing
","I have seen this movie 3 times in theaters and all 3 were in Imax 3D, which made the film even better. James Cameron is a genius when it comes to making movies that will make money. So far two of his movies, Titanic and Avatar, have made over $1 billion.<br/><br/>I thought that the acting was good from Sam Worthington, Sigourney Weaver, and the rest of the cast. I thought the visual effects were mind-blowing throughout the entire movie.I felt that the script and the directing were both brilliant. Almost every bad review on this movie says that they ripped the story off from another movie, which I can not think of any. I would really like to know! Overall I would give this movie a 10/10 stars and it might be the greatest movie ever!"
"eurolaura2000","10","4","7","24 January 2010"," Wake up people!
","Yesterday, finally, I saw Avatar. I waited so long because many people told me it is just another stupid Hollywood movie, too commercial and didn't recommend it for the story, but for the 3D visual effects only. But what I saw, surprised me and I could observe from the beginning a lot of parallels with our world today (easy for anybody to figure: the wars, the banks' monopoly, the US army, the battle for the oil, the innocent victims, the blue color of the people living in Pandora makes us understand that in reality they are from Terra and the skypeople are who they really are - the people who are in charge today all over the world: the reptilians or extraterrestrials who lives between us, also a huge parallel is about the extraterrestrials who join the blue people and fought beside them against their species as I imagine are many amongst us, I think the planet they were landed in the beginning of the movie is the blue planet, our planet, and the most interesting parallel is the way they made the avatars to infiltrate in the world they wanted to conquer - the reptilians with human faces amongst us). Till the end of the movie, the image was almost clear, and, when I realized that is a very subtle call to wake up for all the humanity, I started to cry literally. It was made this way with all the visual effects and so, only for attract people to go to see it. And from the millions that saw it, at least a little part to understand the message. That the nature and us all we are connected as the cells in the brain, and even more. Even if we stopped to live in harmony with the nature long time ago (not the remaining tribes that still live in a huge connection with the nature), it still remains in our ancestral memory, in our genes, the tree of life still has pure seeds and still maintains the balance of this world because it is still powerful. This movie is a call for us to join the Army to fight against New World Order that the skypeople wants to impose us. There are much more to say but I am not good at seeing many details. I am sure there are many more in this beautiful movie, that's why I let you to add and comment the others. Anyway, I will see the movie again soon. So for those who didn't wake up already: stop seeing this movie as a purely commercial one and think more profoundly! Read between the lines! See the real truth behind all this story. Wake up people and join the Army of L.O.V.E!"
"yellowbuket101","10","4","7","24 January 2010"," Truly Outstanding
","Many people have criticised this film for not being original, after seeing it I would be inclined to agree, but would not hold it against such a breathtakingly brilliant film. Though in many ways you could compare this to Dances With Wolves, they are comparable in plot alone and it certainly does not detract from what, in my opinion, is a masterpiece of modern cinema. Cameron has truly outdone himself with this one, not just because of the phenomenal box office success but because he waited, patiently for the technology to catch up with his idea. <br/><br/>Avatar truly encapsulates Pandora and draws you in hook line and sinker; it makes the world utterly believable and draws parallels to the destruction of our own world.<br/><br/>A true work of genius and completely deserving of 10 stars"
"c1377","10","4","7","23 January 2010"," Immersive, Beautiful, and Fantastic
","Avatar is a must see. Be sure to see it in 3D if you can.<br/><br/>The 3D element does require that you look where the camera is focused. This took some time to get used to, but once I got beyond the temptation to try to take everything in, particularly the out of focus elements, and submitted to allowing the film's focus direct my gaze I was completely taken in.<br/><br/>Usually I have something more to say in the way of plot, character, setting, cast, etc.. However, I found the movie so immersive that such mundane and unfeeling analysis was driven completely from my mind. I was drawn in and I am now a fan.<br/><br/>I've never seen a 3d movie before, but after this entirely positive experience I might be inclined to see others in 3d too (X-men, Lord of the Rings, Star Wars, and a few others would be an entirely different experience in 3D.<br/><br/>On the whole I have to say that this movie is in a category all it's own. I'm sure that there will be those who are not thrilled by it, but in my opinion even those who are not typically fond of Fantasy will be pleased by the experience. <br/><br/>I don't choose see movies in the theater often, but this movie I just might see twice, something that has happened only once before (The Fellowship of the Ring).<br/><br/>Moreover, this movie may be enough reason for me to invest in blu-ray, it is that special.<br/><br/>Thank you Mr Cameron, Avatar is an experience I will not soon forget."
"Luxxi","7","4","7","17 January 2010"," Good but not that great
","I agree, the effects are amazing and will certainly set new benchmark, same as ""Terminator 2"" and ""The Matrix"" did. The gray human ships/settlement vs colorful Pandora world is another nice touch, contrasting old, sick, technology obsessed world with new, pure one where all creatures live in harmony.<br/><br/>However once you look past that the story becomes somewhat illogical. the first thing I noticed is that this is ""Dances with the Wolves"" with a happy ending. Outsider sent to native lands, becoming one with them and taking their side in the end.<br/><br/>Next thing is that the ending isn't logical. sure, Na'vi won the battle, but looking objectively this is just a rerun of Zulu wars. Warriors are able to achieve one victory by combining their man(and women)power against small, isolated outpost and winning with weight of numbers, good tactics against superior weaponry. But as history shows, outsiders may suffer a setback and occasional defeat they can simply bring in reinforcements from their homeland, adapt to the environment and win with superior weaponry. Win couple of such battles, create a serious dent in natives man(and women)power and they simply cease to be big threat and become a nuisance, easily dealt with.<br/><br/>as Pandora is seen as critical place for Earth's economy such place will not be abandoned just because one battle was lost. so after Na'vi win humans simply return some time later, armed to the teeth and nuke Pandora then strip mine it. Hell, with genetic engineering as advanced humans could simply develop virus that would kill Na'vi but be harmless to humans, release it, wait for them to die then continue mining uninterrupted.<br/><br/>Overall I enjoyed the movie (despite irritating experience of wearing 3D glasses over my regular glasses) and am not sorry to see it. but I wouldn't consider it a great movie. Unfortunately people focus on the effects not the story. While the story undertones are clear (need to protect the environment, anti-militaristic message and so on) the plot soon falls into cliché. How many movies exist where a person from outside group is sent to native lands then adopts their ways and takes their side against his former group, either winning or loosing? ""The Last Samurai"" comes to mind as well.<br/><br/>Worth watching but if you want to see something more than just stunning special effects then nothing to be that excited about"
"grhamilton95","1","4","7","8 January 2010"," Old plot, new effects
","Obviously the effects were breathtaking, and one really should see it, especially in 3d. The plot was nothing new; basically it was Pocahontas in Star Trek land. There were a lot of unrealistic situations in the film that kind of bugged me (the NA'Vi accepting Jake, being able to remotely control a body, tribal aliens defeating technologically advanced humans). I would compare it to Star Wars: Episode 4, in that it had the next level of effects, but Avatar falls in Star Wars shadow. I also believe that if the film was made with all of the same characters, dialogue and plot but without the great effects, than most people wouldn't think anything of it. I'd say that it deserves an Oscar for effects, but nothing else (directing, acting, screenplay). Overall, the film had the greatest effects of any film in the past, needs to be seen, but doesn't deserve to be praised for an original screenplay."
"thebogofeternalstench","1","4","7","24 December 2009"," Garbage
","To be honest, I really didn't want to see Avatar as I thought it was going to be a load of $hit, and by that I mean I cant stand movies that rely on special effects to entertain its audience, I just don't buy into that....and guess what......it WAS $hit.<br/><br/>Even the 3D was awful.<br/><br/>I didn't expect it to be great in anyway and I really can't understand all the hoo-har about the graphics.<br/><br/>When you really think about it, Avatar is an incredibly stupid, contrived film.<br/><br/>A pathetic, done to death unoriginal story line, lame acting, boring characters,....YAWN.<br/><br/>And over 2 billion this movie made. Jesus Christ, I'm living amongst a generation of FX hungry retards.<br/><br/>Thinking about Avatar just gives me a headache."
"ZChronley","1","16","42","1 January 2010"," Dances with Smurfs
","Just watch that episode of South park instead. It was considerably over-hyped, and The CGI was just ""okay"", and every time I was almost impressed I could think of being considerably more impressed by the visuals I've seen recently in silly things like video games. I did not find it even slightly enveloping because for one the aliens were so awkward looking! and not to mention that neither the science nor the logic of using the science made any sense whatsoever, I found no incentive at all to suspend my disbelief. The story was simple and quite honestly very boring. I had heard before hand from a g4 interview with James Cameron that it was a very ""tree-huggy"" story and I thought I could stomach it, but it went a lot further with HEAVY elements of Native American and African ""spirit of the planet"" worship. The odd ""mating scene"" while not sexually explicit was incredibly awkward and entirely off putting. I got up and left before the climax but after most of the movie was done, and I only stayed in the theater that long because I thought everyone else in my party was enjoying it, they hated it almost as much as I did. My biggest regret is that we contributed to the revenue of this terrible, terrible movie."
"jerfrog","1","15","39","31 December 2009"," Terrible disappointment of a film
","There was no character balance in the entire movie. I was either blasted with quasi-save-the-rainforest sermons that will serve only to inspire those who are already green and environmentally conscience, or you were blasted with horrible stereo-typical characters that embody the ignorant evil of humanity. Because of this horrible imbalance, any characters I kind of liked at the beginning convinced me to hate them at the end. If you want a good movie with a good message about the environment and man's destruction, watch a Miyazaki film like Princess Mononoke or Ponyo, you're face will not be red from the preachy backhand of the message if you watch those films. I also thought that the 3D was supposed to be extremely good, if not groundbreaking, and it was mediocre at best, but maybe that was my local theater. The graphics were good, but to be honest, they were not as spectacular as people say. There were some beautiful environments, but that was art direction, not so much envelope-pushing graphical mastery. Also, the characters crossed the CGI valley horribly throughout the entire film. The Lord of the Rings was amazing and avoided this problem, and yet Avatar is supposed to have groundbreaking graphics. The best and most under-used part of the movie was the mechs, but I can't give the star a good rating because there was about ten minutes of awesome mech action."
"loufalce","1","124","429","14 December 2009"," A Time Waster that Ain't Worth Your Time
","An 85 minute movie expanded to 2 and a half hours. James ""Titanic"" Cameron's less than titanic effort has a paralyzed marine being sent to the Planet Pandora to fetch a substance that can be used as an energy source on a fuel hungry Earth in the future. The CGI effects are OK-but they wear their welcome out fast. The trite and very hackneyed story seems to have been lifted from Dances With Wolves,Pocohontas, Alien, Cameron's own Aliens,The Lost World, Atlantis-The Lost Empire , Journey to the Center of the Earth,and the Wizard Of Oz-especially for the first 20 or so minutes that are filmed in standard format before the film goes CGI,kind of like the black and white opening of Oz before Dorothy arrives there and it goes to color. The planet Pandora itself features flying dragons and blue indigenous natives that are a poor parody of American Indians. It seems as if Cameron is saying that only the white race of people can be the saviors of this world, and that even though the indigenous peoples are very smart, they just don't have the intelligence to fend or themselves.All the clichés are there, the love interest, the greedy industrialist, the strong , liberated woman, etc, etc. For a short time it is eye popping, even dazzling, but from then on it slowly sinks{get it?} into its own pretensions.Worse still, there really is no sense of humor or comedy relief to lighten things up a bit. Its as if Cameron is saying ""wow, just look at it. It's awesome, isn't it?"". Well, the real fact of the matter is that it is not. Cameron has always been a props and FX director and still has a lot to learn about the human element and character development . Since this ass-buster runs for what seems to be an eternity, why didn't he attempt to make the characters interesting? He knows that today's multiplex bred filmgoers just don't seem to care so he takes the easy way out and gives us an FX movie that is just overkill.It is all style, no substance and leaves you with a cold and empty feeling. I'm sure this movie will probably do good in the awards department, but that does not justify you giving up two and a half hours of your life to see it.You've seen it all before-and much better too.Even the current Planet 51-a not too good sci-fi parody -comedy of an astronaut landing on a planet where the aliens are based on 1950s American pop culture offers some fun and laughs manages to outshine this. This film is just so ordinary that it is a crime.See it if you like-just don't expect too much. Cameron thinks that the CGI effects of this film will be ""the next big thing in film-making"" Guess again James.If you can wait 9 or so weeks, you'll be able to rent this at Blockbuster.WARNING! Do NOT take little children to see this movie. They will become just as bored as you-only faster.My rating-one star."
"Robert_duder","10","7","15","9 January 2010"," I eat all my words Mr. Cameron...Avatar is thee greatest sci-fi epic of all time
","So what do I mean when I say I eat my words? Well it annoyed me that the fact that James Cameron was the sole reason to see Avatar. Yes he's a renowned director but I don't even consider him in the same league as a Spielberg or a Scorcese (not that I am a huge fan of Scorcese personally.) I didn't quite understand the ""visionary"" everyone thought he was. Yes he's done some solid action/sci-fi flicks and yes he managed to direct Titanic to record breaking greatness but was this enough to base Avatar solely on? Well I miss the Titanic of boats because James Cameron's decade long labor of love might be at the very least one of the great film epics ever made. Hands down if nothing else Avatar is the most visually stunning piece of film you will ever see (and I didn't see it in 3D YET.) As many have said the CGI in the film which is practically 99% of the entire film is nearly flawless and the work put into the Na'vi people especially the main characters is just amazing. Add in the fact that there are some genuinely incredible performances and an entire world built from the ground up and sci-fi lovers will be floored this creation. It still won't be the type of film to reach out to all genres but it is quite possibly one of the best movies I have ever seen.<br/><br/>Sam Worthington is quickly becoming someone to watch for in Hollywood. He leads the cast in Avatar with skill and a brooding personality. Unfortunately for him Worthington is not the strongest in this cast. He does well and yet his character doesn't have nearly the depth of some of the others. Still this should do amazing things for his future. Zoe Saldana on the other hand is mind blowingly brilliant. She gives the performance of her career and does it all behind the shadow of a CGI character proving that talent and brilliance can shine through even in voice and computer capture. Her character shows so much incredible emotion and is so brilliant, she should be given an Oscar just for those merits alone. She is stunning. Sigourney Weaver slips back into sci-fi brilliance as Dr. Grace Augustine. She goes through a range of personality changes but is definitely a character you can feel empathy for. Yes she also smokes in the movie...please get over it. It's a character flaw, millions smoke. And just as a side note this woman who is a lovely FIFTY NINE YEARS OLD...looks incredible. Stephen Lang gives us a performance that just may be one of the great film villains of all time. First of all he simply looks bad ass. Second of all he gives a strong, surly, performance that admittedly is a little two dimensional (get the irony) he serves his purpose as evil villain and pulls it off amazingly. Michelle Rodriguez, Giovanni Ribisi (amazing cameo role), Joel Moore (great character actor) and the entire cast that play the supporting Na'Vi characters are all brilliant in their own way. Some stand out more than others but the entire cast comes together perfectly.<br/><br/>I just always though director and writer James Cameron had a run of good luck with Titanic and his earlier works in Aliens and True Lies and creating the Terminator world. But when you look at his body of work he's never done a bad movie. The man knows science fiction and Avatar has really been his thesis, his ultimate show and he accomplished it in a big way. Maybe I'm over hyping the film but it's just been a really long time since I was riveted to my seat, transported like this film did for me in the theater, make me want to see it again the moment the credits wrapped. If you are one of the people who has not contributed to the 1.4 billion dollar take I suggest you get out there and add to it because this film deserves to be #1 film of all time. I can't go right out there and say my favorite of all time yet but top five at the very least. Let's face it Titanic was your Grandma's movie...this one is for us. You are King of The World Mr. Cameron...the world and Pandora. 10/10 and then some<br/><br/>ADDITION---February 5th/2010 I had the pleasure of seeing Avatar for a second time and saw it in 3D. Was it impressive? Yes. The technology is very impressive and looks cool. Did it change the entire face of the movie? Sorry folks...it didn't for me. The movie is incredible but its incredible because its Avatar, not because of the 3D. I'm glad I saw it and it was on an IMAX screen so it was explosively cool but the movie is great on its own and gains very very little in 3D except a lot of depth."
"Oroncz","3","7","15","4 January 2010"," A true Cameron fan
","Hello to all,<br/><br/>Yesturday i entered the movie theater waiting to get a dose of James Cameron's undisputed talent. Eyes wide open and balanced expectation I waited for the movie to catch me in a wild and thrilling world that was promised to be delivered.<br/><br/>3D glasses or not, after 15 minutes I understood I wasn't going to get what I was waiting for and while the movie credits rolled I knew I had to see ""avatar"" again to understand where I was lost and why.<br/><br/>Today I saw ""avatar"" for the second time, this time with no 3d glasses on, just my eyes to watch a movie.<br/><br/>My opinion on ""avatar"" is that I can't review it as a movie because it didn't feel as one, ""avatar"" for me is a very good commercial for James Cameron's new technology and CGI which are truly amazing, words cannot describe how real everything looks. James Cameron delivers super photo-realistic CGI characters and of course the movie grabbed me in Cameron expertise - the action scenes. Unfortunately the script lacks depth to say the least and feels like it was written just to set the platform for the new hi-tech equipment used to create ""avatar's"" world and creatures.<br/><br/>With the highest respect to one of the world's best directors, I think in the end, the success of ""avatar"" lies with its advertisement.<br/><br/>Still, just for the huge efforts made from its creators, go watch ""AVATAR"" only in theaters."
"Argemaluco","7","7","15","1 January 2010"," Entertaining, but not completely satisfactory
","It brings me distrust when a director proclaims: ""Until now we have the technology to tell this story"" (or similar words).I ask to myself if Shakespeare, Cervantes or Lovecraft had once said: ""Finally! A blue ink pen! Now I will be able to write my masterpiece"".If the screenplay from Avatar had been extraordinarily good, it would have worked even if it was represented with puppets.But it is not, and the film is supported on many brilliant special effects to simulate the fact that the screenplay is hollow.I cannot deny Avatar entertained me, but I am afraid I will erase it from my memory in less than a week.<br/><br/>In mid-90's, a preliminary screenplay from Avatar appeared on the Internet, and I had the opportunity to read it.Director and screenwriter James Cameron said that that primitive draft was completely different to the final version of the movie, but I feel its basic structure is the same: on the one hand, we have the military and corporative villains ready to raze the ""eco-magic"" world for the sake of money; and on the other hand, the integration of a human being to the native culture, which does only alter his perspective of the planet, but also from his values and ideology.Sure, I imagine that the descriptions from the flora, fauna and geology from the planet Pandora were increasing their complexity as Cameron found new technological tools to visualize an entire planet.And there is certainly no doubt...the hundreds of millions of dollars the movie cost were well invested on the fantastic images which bring Pandora to life, not to mention that the special effects are also great.Besides, the action scenes are very well filmed by Cameron, because they are always clear and they involve the spectator on them.However, I cannot ignore the fact that the screenplay from this movie is hollow, predictable, full of clichés and packed of unidimensional characters.<br/><br/>With the exception of Sigourney Weaver, the cast does not bring very solid performances.Stephen Lang (unrecognizable in comparison with his days on the TV series Crime Story) and Giovanni Ribisi do not bring too much energy and conviction to their characters.Even Sam Worthington (who was so charismatic in Terminator: Salvation) feels listless as the hero.I guess that it does not help too much the fact that, during the 90% of the movie, Worthington is replaced by a digital creature with a similar face but less histrionic talent.I will not deny that the Na'vi race is created with very competent special effects, which surpass on expression and realism to the insipid dummies from Beowulf (2007) and A Christmas Carol (2010), but they are still far away from being perfect.In fact, it took me around 1 hour to ""plunge"" myself into the movie and accept them as valid characters.Besides, Avatar has tiring ecological clichés and sentimental formulas which feel too obvious and cloying.<br/><br/>However, in spite of its many fails, Avatar is an entertaining experience and I think that because of that it deserves a recommendation.Finally, I think that the inverse proportion which exists between the technical complexity from Cameron's films and their narrative ability is very noticeable, something which is a pretentious way to say that, in my humble opinion, his best films keep being The Terminator and Aliens, because what I most remember from them are the story and the characters, and not only special effects, like it happened to me with Avatar."
"xenolupa","3","7","15","27 December 2009"," Beautiful but stupid
","I did read up about comments here and external reviews, before I went to see the movie. I expected a bad story and stunning visual effects. I got to see a very bad and very predictable story and I thought the visual effects were not that good.<br/><br/>The panoramas were nice, certainly. The graphic world was nice, with the forests, the alien creatures, the huge machines and planes of the humans. But I thought it was very well visible that it all is CGI. It's animations. Why would people say that you can hardly see it's CGI... do they think we're stupid? I've seen computer games lately that look just as stunning. And in 5 years, we'll just remember this movie as ""nice graphics for its time, but the story sucks"".<br/><br/>I agree with the reviews of Avatar being a mixture / ripoff / remake of Dances with Wolves, Pocahontas, FernGully, Last Samurai, Enemy Mine, Lawrence of Arabia. Cameron did a much better job on Alien and Terminator. Did people finally convince him that his audience is stupid? I did quite a few face-palms while sitting in my chair. I started drinking a lot (thanks to our service cinema for providing this lovely feature), because I was bored. Predictable. As soon as I saw the main character sit in his wheelchair I knew: he is going to one of those Na'vi. Predictable. As soon as I saw the huge tree, I knew they were going to blow it up. Really. Barf.<br/><br/>I still don't understand why humanity of 2154 needs a whole fleet of airplanes to cut a high tree, since we already have neutron bombs now. You want to eradicate the aliens, get the tree out of the way, and not let the public at home know you did something terrible? Throw the neutron bomb and nobody will know. The area will be easily accessible with big digging machines, because there will hardly be any radioactive fallout. I know, it's evil, but that's the way these evil humans are in this movie. But that would be a short story, wouldn't it.<br/><br/>Go see Harry Potter, Lord of the Rings, Aliens, Terminator, Silence of the Lambs... or so many other films. Nice stories, some unpredictable plot changes and ditto character developments, grey (vs black&white) characters.<br/><br/>I happily would give it a 1 / 10, but I did like the graphics. I did not like the plot, the story, the characters, the character developments."
"Danusha_Goska","5","7","15","25 December 2009"," Colorful. Action-packed. Trite. 100% Fanboy Approved.
","""Avatar"" is a colorful, action-packed, trite film. There's a lot of money up on the screen. With all that dough you could, oh, say, rescue the environment, if that was what you wanted to do. I can see, though, why James Cameron decided to devote all that cash to yet another special-effects bonanza and teen boy adventure story. The most repugnant aspect of this film is the false sense of moral righteousness it works to generate in its fanboy base. White, heterosexual, American Marines – bad. All the rest of the peace-loving world – good. Uh rah.<br/><br/>The Navi are the noble savages. Just curious – did Cameron get it that his noble savages' name was one letter away from ""Nazi,"" and did he care? The Navi are meant to be just like Native Americans, traditional Africans, and Aborigines, that is, the Native Americans, etc, who exist in guilty white liberal imaginations. They're really in tune with nature, unlike the evil white male Marines. Now, see, the rest of us could be in tune with nature, too, if it were the nature of this movie. In ""Avatar"" nature is bright turquoise, lime green, and the dirt glows in the dark when you step on it. Vividly-patterned pterodactyls serve as natural airplanes the heroes ride through the sky. There's no sexism; women are warriors and chiefs. And they all have really high breasts and no fat on their stomachs. Who wouldn't prefer this nature to traffic jams and multiplexes? In real life, of course, nature produces not just pretty, turquoise-colored creatures, but also dirt that does not glow in the dark. In real indigenous tribes, gang rape and female infanticide are rampant, and females are not warriors who speak their minds boldly, but cowed servants who keep their eyes down around the men of the tribe. Children's bellies swell with intestinal worms. Famine, frost, flood, and plague are constant challenges.<br/><br/>In real life, indigenous people are warriors who make endless war on neighboring tribes, often subjecting captives to torture and slavery. And indigenous people have proved all too eager to adopt every poison that modernity churns out.<br/><br/>Avatar's ironies never seem to stop. Pandora is an invented world, and Cameron could have created a peaceful tribe that achieves its goals through diplomacy, charm, magic, or through superior intellect. But no. Even while bashing the US military, Cameron turns his heroes, the Navi, into warriors who drive off the US military with bows and arrows. Yeah, that's believable. Even if you suspend your disbelief, you can't get around the gross irony.<br/><br/>In real life, fanboys would burst into hysterical sobbing if they were forced to surrender their grip on their electronic toys and live close to any nature, even the glow-in-the-dark, more-Disney-than-Disney nature of this film.<br/><br/>And isn't anyone out there tired, yet, of all the trite bashing of white men, military men, Americans, and Western Civilization? Given the grosses of this film, I guess the answer is obviously no."
